dgs;Date added to Report;Traveler: Project;Rosetta Assigned Project;Rosetta State;IDX Assigned Project;imageset;Project State;Projects with no Imageset workflow
004482793;2020-10-22 13:57:21;18-1174: Colombia, Catholic Church Records, 1693-2010 - FSI/DB for FSI Support \\ 18-1174: Colombia, Catholic Church Records, 1693-2010 - FSI/DB for FSI Support;[Colombia—Catholic Church Records, 1693–2010 \[Part G\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/overview];In Production;[Colombia—Catholic Church Records, 1693–2010 \[Part G\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/overview] \\ [Colombia—Catholic Church Records, 1693–2010 \[Part E\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/5B926CD3-2876-4B29-95BA-05CCBBA237A1/overview];[455C17A8-7F89-45AA-B338-833D637841F3|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/manage/455C17A8-7F89-45AA-B338-833D637841F3/batches/list] \\ [455C17A8-7F89-45AA-B338-833D637841F3|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/5B926CD3-2876-4B29-95BA-05CCBBA237A1/manage/455C17A8-7F89-45AA-B338-833D637841F3/batches/list];ACTIVE \\ ACTIVE;
004482794;2020-10-22 13:57:21;18-1174: Colombia, Catholic Church Records, 1693-2010 - FSI/DB for FSI Support \\ 18-1174: Colombia, Catholic Church Records, 1693-2010 - FSI/DB for FSI Support;[Colombia—Catholic Church Records, 1693–2010 \[Part G\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/overview];In Production;[Colombia—Catholic Church Records, 1693–2010 \[Part G\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/overview] \\ [Colombia—Catholic Church Records, 1693–2010 \[Part E\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/5B926CD3-2876-4B29-95BA-05CCBBA237A1/overview];[ADCEACC4-C3C1-479E-84A7-3D1C198FBB0E|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/manage/ADCEACC4-C3C1-479E-84A7-3D1C198FBB0E/batches/list] \\ [ADCEACC4-C3C1-479E-84A7-3D1C198FBB0E|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/5B926CD3-2876-4B29-95BA-05CCBBA237A1/manage/ADCEACC4-C3C1-479E-84A7-3D1C198FBB0E/batches/list];ACTIVE \\ ACTIVE;
004482798;2020-10-22 13:57:21;18-1174: Colombia, Catholic Church Records, 1693-2010 - FSI/DB for FSI Support \\ 18-1174: Colombia, Catholic Church Records, 1693-2010 - FSI/DB for FSI Support;[Colombia—Catholic Church Records, 1693–2010 \[Part G\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/overview];In Production;[Colombia—Catholic Church Records, 1693–2010 \[Part G\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/overview] \\ [Colombia—Catholic Church Records, 1693–2010 \[Part E\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/5B926CD3-2876-4B29-95BA-05CCBBA237A1/overview];[6B0C6D0E-3557-4BFF-A49A-DA04CEEBF5F1|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/manage/6B0C6D0E-3557-4BFF-A49A-DA04CEEBF5F1/batches/list] \\ [6B0C6D0E-3557-4BFF-A49A-DA04CEEBF5F1|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/5B926CD3-2876-4B29-95BA-05CCBBA237A1/manage/6B0C6D0E-3557-4BFF-A49A-DA04CEEBF5F1/batches/list];ACTIVE \\ ACTIVE;
004482799;2020-10-22 13:57:21;18-1174: Colombia, Catholic Church Records, 1693-2010 - FSI/DB for FSI Support \\ 18-1174: Colombia, Catholic Church Records, 1693-2010 - FSI/DB for FSI Support;[Colombia—Catholic Church Records, 1693–2010 \[Part G\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/overview];In Production;[Colombia—Catholic Church Records, 1693–2010 \[Part G\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/overview] \\ [Colombia—Catholic Church Records, 1693–2010 \[Part E\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/5B926CD3-2876-4B29-95BA-05CCBBA237A1/overview];[7E469684-03BB-4A49-BCD0-8E6AFE952B6B|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/manage/7E469684-03BB-4A49-BCD0-8E6AFE952B6B/batches/list] \\ [7E469684-03BB-4A49-BCD0-8E6AFE952B6B|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/5B926CD3-2876-4B29-95BA-05CCBBA237A1/manage/7E469684-03BB-4A49-BCD0-8E6AFE952B6B/batches/list];ACTIVE \\ ACTIVE;
004482800;2020-10-22 13:57:21;18-1174: Colombia, Catholic Church Records, 1693-2010 - FSI/DB for FSI Support \\ 18-1174: Colombia, Catholic Church Records, 1693-2010 - FSI/DB for FSI Support;[Colombia—Catholic Church Records, 1693–2010 \[Part G\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/overview];In Production;[Colombia—Catholic Church Records, 1693–2010 \[Part G\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/overview] \\ [Colombia—Catholic Church Records, 1693–2010 \[Part E\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/5B926CD3-2876-4B29-95BA-05CCBBA237A1/overview];[8D61E250-6CDB-4955-B655-B3A98917F722|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/manage/8D61E250-6CDB-4955-B655-B3A98917F722/batches/list] \\ [8D61E250-6CDB-4955-B655-B3A98917F722|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/5B926CD3-2876-4B29-95BA-05CCBBA237A1/manage/8D61E250-6CDB-4955-B655-B3A98917F722/batches/list];ACTIVE \\ ACTIVE;
004482803;2020-10-22 13:57:21;18-1174: Colombia, Catholic Church Records, 1693-2010 - FSI/DB for FSI Support \\ 18-1174: Colombia, Catholic Church Records, 1693-2010 - FSI/DB for FSI Support;[Colombia—Catholic Church Records, 1693–2010 \[Part G\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/overview];In Production;[Colombia—Catholic Church Records, 1693–2010 \[Part G\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/overview] \\ [Colombia—Catholic Church Records, 1693–2010 \[Part E\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/5B926CD3-2876-4B29-95BA-05CCBBA237A1/overview];[2B69E690-F244-4ADA-88D2-E27419EBBF95|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/manage/2B69E690-F244-4ADA-88D2-E27419EBBF95/batches/list] \\ [2B69E690-F244-4ADA-88D2-E27419EBBF95|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/5B926CD3-2876-4B29-95BA-05CCBBA237A1/manage/2B69E690-F244-4ADA-88D2-E27419EBBF95/batches/list];ACTIVE \\ ACTIVE;
004482804;2020-10-22 13:57:21;18-1174: Colombia, Catholic Church Records, 1693-2010 - FSI/DB for FSI Support \\ 18-1174: Colombia, Catholic Church Records, 1693-2010 - FSI/DB for FSI Support;[Colombia—Catholic Church Records, 1693–2010 \[Part G\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/overview];In Production;[Colombia—Catholic Church Records, 1693–2010 \[Part G\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/overview] \\ [Colombia—Catholic Church Records, 1693–2010 \[Part E\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/5B926CD3-2876-4B29-95BA-05CCBBA237A1/overview];[1FF3D335-620F-4EC2-BB49-8690C23D8F3F|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/manage/1FF3D335-620F-4EC2-BB49-8690C23D8F3F/batches/list] \\ [1FF3D335-620F-4EC2-BB49-8690C23D8F3F|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/5B926CD3-2876-4B29-95BA-05CCBBA237A1/manage/1FF3D335-620F-4EC2-BB49-8690C23D8F3F/batches/list];ACTIVE \\ ACTIVE;
004482805;2020-10-22 13:57:21;18-1174: Colombia, Catholic Church Records, 1693-2010 - FSI/DB for FSI Support \\ 18-1174: Colombia, Catholic Church Records, 1693-2010 - FSI/DB for FSI Support;[Colombia—Catholic Church Records, 1693–2010 \[Part G\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/overview];In Production;[Colombia—Catholic Church Records, 1693–2010 \[Part G\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/overview] \\ [Colombia—Catholic Church Records, 1693–2010 \[Part E\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/5B926CD3-2876-4B29-95BA-05CCBBA237A1/overview];[5CF15A31-95CC-4F72-B87C-75178B7626AF|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/manage/5CF15A31-95CC-4F72-B87C-75178B7626AF/batches/list] \\ [5CF15A31-95CC-4F72-B87C-75178B7626AF|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/5B926CD3-2876-4B29-95BA-05CCBBA237A1/manage/5CF15A31-95CC-4F72-B87C-75178B7626AF/batches/list];ACTIVE \\ ACTIVE;
004482808;2020-10-22 13:57:21;18-1174: Colombia, Catholic Church Records, 1693-2010 - FSI/DB for FSI Support \\ 18-1174: Colombia, Catholic Church Records, 1693-2010 - FSI/DB for FSI Support;[Colombia—Catholic Church Records, 1693–2010 \[Part G\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/overview];In Production;[Colombia—Catholic Church Records, 1693–2010 \[Part G\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/overview] \\ [Colombia—Catholic Church Records, 1693–2010 \[Part E\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/5B926CD3-2876-4B29-95BA-05CCBBA237A1/overview];[A2B27268-6932-4018-88F7-9BCFCE269E1B|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/manage/A2B27268-6932-4018-88F7-9BCFCE269E1B/batches/list] \\ [A2B27268-6932-4018-88F7-9BCFCE269E1B|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/5B926CD3-2876-4B29-95BA-05CCBBA237A1/manage/A2B27268-6932-4018-88F7-9BCFCE269E1B/batches/list];ACTIVE \\ ACTIVE;
004482809;2020-10-22 13:57:21;18-1174: Colombia, Catholic Church Records, 1693-2010 - FSI/DB for FSI Support \\ 18-1174: Colombia, Catholic Church Records, 1693-2010 - FSI/DB for FSI Support;[Colombia—Catholic Church Records, 1693–2010 \[Part G\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/overview];In Production;[Colombia—Catholic Church Records, 1693–2010 \[Part G\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/overview] \\ [Colombia—Catholic Church Records, 1693–2010 \[Part E\]|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/5B926CD3-2876-4B29-95BA-05CCBBA237A1/overview];[CC0973D4-B285-403B-AF25-F867DF9F4A77|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/4ED599CF-B0AE-4C04-9C89-1DD8BB4743AC/manage/CC0973D4-B285-403B-AF25-F867DF9F4A77/batches/list] \\ [CC0973D4-B285-403B-AF25-F867DF9F4A77|https://sg30p0.familysearch.org/indexing/admin-new/#/projects/5B926CD3-2876-4B29-95BA-05CCBBA237A1/manage/CC0973D4-B285-403B-AF25-F867DF9F4A77/batches/list];ACTIVE \\ ACTIVE;
