Traveler;Rosetta Project;Rosetta State;IDX Project;Project State
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
[15-1158|http://rosettaprod-app01.a.fsglobal.net:8081/teamworks/source?project=15-1158];Australia, Cemetery Inscriptions, 1802-2005 - FSI;Completed;[Australia—Cemetery Inscriptions and Newspaper Clippings, 1802–2005 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/49C76701-7EA6-4423-85B0-71246344306C/overview];READY_FOR_DELIVERY
